Price in Dollars,Boat Type,Manufacturer,Type,Year Built,Length,Width,Material,Location,Number of views last 7 days
96120,Wakeboard/Wakesurf,MasterCraft power boats,"Used boat,Unleaded",2015,6.93,2.59,GRP,Lagos,728
92660,Fishing Boat,Pursuit power boats,"Used boat,Diesel",1999,11.1,3.89,GRP,Italy,45
92660,Motor Yacht,Chaparral power boats,"Used boat,Diesel",2007,11.2,3.61,GRP,Spain,106
95993.5,Cabin Boat,Bayliner power boats,"New boat from stock,Unleaded",2020,6.84,2.45,GRP,Switzerland,304
95937,Motor Yacht,Boston Whaler power boats,"Used boat,Unleaded",2009,9,3,GRP,Croatia,140
95937,Trawler,Zijlmans power boats,Used boat,1995,13,4,Steel,Netherland,183
95937,Center console boat,BÃƒÂ©nÃƒÂ©teau power boats,"New boat from stock,Unleaded",2020,8.1,2.53,PVC,France,30
95937,Sport Boat,Jeanneau power boats,"Used boat,Unleaded",2016,7.95,2.92,GRP,Germany,170
95937,Pilothouse,Jeanneau power boats,"New boat from stock,Unleaded",2020,7.93,2.8,GRP,Germany,95
95485,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",1994,13.72,1.01,GRP,Spain,152
95485,Trawler,Pedro power boats,Used boat,1998,11.2,3.4,Steel,Netherland,103
95485,Launch,Makma power boats,"Used boat,Diesel",2003,9.3,3.3,GRP,Netherland,110
98181.7,Sport Boat,Viper power boats,"New boat from stock,Unleaded",2020,8.1,2.55,GRP,Netherland,336
93750,Pilothouse,Viknes power boats,Used boat,2005,8.52,2.97,GRP,Denmark,138
93750,Flybridge,Viksund power boats,"Used boat,Diesel",2000,9.45,3.2,GRP,Denmark,290
96050,Sport Boat,Dellapasqua power boats,New boat from stock,2019,7.75,2.45,GRP,Italy,81
96050,Center console boat,Gagliotta power boats,"Used boat,Diesel",2005,10.3,3.5,GRP,Italy,31
96050,Flybridge,Dellapasqua power boats,Used boat,2004,11.3,3.5,GRP,Italy,62
96050,Motor Yacht,Doqueve power boats,Used boat,1997,12.5,4.2,GRP,Spain,39
96050,Motor Yacht,Pershing power boats,"Used boat,Diesel",1990,14,4.04,GRP,Spain,89
96050,Motor Yacht,Cranchi power boats,Used boat,1999,10.35,3.49,GRP,Spain,55
96050,Flybridge,Piantoni (IT) power boats,"Used boat,Diesel",1993,16.3,5.08,GRP,Italy,82
96050,Motor Yacht,SAS-Vektor power boats,"Used boat,Diesel",2006,10,2,GRP,Croatia,112
96050,Fishing Boat,Albemarle power boats,"Used boat,Diesel",2002,9.81,8.99,GRP,Italy,107
96050,Trawler,Haines power boats,"Used boat,Diesel",2000,10.6,3.66,PVC,France,57
96050,Motor Yacht,Sagemar power boats,Used boat,2004,11.9,3.9,GRP,Italy,162
96050,Motor Yacht,Sealine power boats,"Used boat,Diesel",2002,10.5,3.35,GRP,Italy,50
98310,Launch,Makma power boats,Used boat,2008,10.5,3.35,GRP,Netherland,105
98298.7,Sport Boat,BÃƒÂ©nÃƒÂ©teau power boats,New boat from stock,2020,9,2.94,GRP,France,106
98298.7,Pilothouse,BÃƒÂ©nÃƒÂ©teau power boats,"New boat from stock,Unleaded",2019,6.98,2.98,PVC,Spain,69
98197,Pilothouse,BÃƒÂ©nÃƒÂ©teau power boats,"New boat from stock,Unleaded",2019,8.03,2.82,PVC,France,47
98072.7,Sport Boat,Regal power boats,"New boat from stock,Unleaded",2020,6.8,2.5,GRP,Switzerland,143
97687.4,Motor Yacht,Parker power boats,"New boat from stock,Unleaded",2019,8.3,2.8,GRP,Germany,138
100666.8,Pilothouse,Bayliner power boats,"New boat from stock,Unleaded",2020,7.49,2.55,GRP,Switzerland,327
99900,"Classic,Runabout",Boesch power boats,"Used boat,Unleaded",2007,5.99,2.18,Wood,Switzerland,230
99900,Sport Boat,Chris Craft power boats,"Used boat,Unleaded",2006,9,3.05,GRP,Switzerland,485
100440,Sport Boat,Salpa power boats,"New boat on order,Unleaded",2020,7.65,2.54,GRP,Switzerland,256
100440,Bowrider,Tullio Abbate power boats,"New boat from stock,Unleaded",2019,2.36,7.55,GRP,Switzerland,220
100440,Sport Boat,Salpa power boats,New boat from stock,2018,7.6,2.53,GRP,Switzerland,197
100457,Flybridge,BÃƒÂ©nÃƒÂ©teau power boats,"Used boat,Diesel",2004,10,3,GRP,Croatia,111
103680,Runabout,Ganz Boats power boats,"Display Model,Unleaded",2019,6.8,2.35,GRP,Switzerland,173
103680,"Classic,Sport Boat",Frauscher power boats,Used boat,2010,7.57,2.25,GRP,Switzerland,369
103680,Sport Boat,Windy power boats,"Used boat,Diesel",2003,8.42,2.62,GRP,Switzerland,457
103680,Sport Boat,Windy power boats,"Used boat,Unleaded",2002,9.39,2.95,GRP,Switzerland,383
100287.5,Motor Yacht,Amer power boats,Used boat,2010,8.7,2.5,GRP,Netherland,108
103615.2,Pilothouse,Quicksilver (Brunswick Marine) power boats,"New boat from stock,Unleaded",2019,6.99,2.72,GRP,Switzerland,191
100183.5,Sport Boat,Sessa power boats,"New boat from stock,Unleaded",2019,7.67,2.43,GRP,Switzerland,193
102600,Motor Yacht,Four Winns power boats,"Used boat,Unleaded",2003,9.5,3.2,GRP,Switzerland,471
102600,Motor Yacht,Windy power boats,"Used boat,Unleaded",1994,9.9,3.45,GRP,Switzerland,1319
103140,Motor Yacht,Glastron power boats,"Used boat,Unleaded",2016,7.67,2.55,GRP,Switzerland,711
102931.6,Sport Boat,Four Winns power boats,New boat from stock,2019,6.58,2.55,GRP,Switzerland,199
99440,Motor Yacht,Rio power boats,"Used boat,Diesel",1996,14.27,4.25,GRP,Italy,103
99440,Pilothouse,BÃƒÂ©nÃƒÂ©teau power boats,"New boat from stockk,Diesel",2010,8.36,2.95,PVC,Cyprus,124
100570,Pilothouse,Rhea power boats,"Used boat,Diesel",2004,10.25,3.5,PVC,France,145
100570,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",1993,12,3,GRP,Croatia,80
100570,Motor Yacht,Pikmeerkruiser power boats,"Used boat,Diesel",1991,12.5,4,Steel,Netherland,122
100570,Sport Boat,Cobalt power boats,"Used boat,Unleaded",2006,10.78,2.9,GRP,Croatia,57
100570,Flybridge,Dellapasqua power boats,"Used boat,Diesel",2003,11.3,3.5,GRP,Italy,63
100570,Trawler,Vacance power boats,Used boat,1998,11.2,3.6,Steel,Netherland,65
100570,Pilothouse,Aquador power boats,Used boat,2009,8.8,3.1,GRP,Netherland,135
100570,Flybridge,Sciallino power boats,"Used boat,Diesel",2003,10.61,3.3,GRP,Italy,124
101587,Motor Yacht,Cranchi power boats,"Used boat,Diesel",2007,12,3,GRP,Croatia,186
101587,Classic,Super van Craft power boats,"Used boat,Diesel",1974,11.55,3.5,Steel,Netherland,93
101587,Motor Yacht,Cranchi power boats,"Used boat,Diesel",2001,12.5,3.5,GRP,Netherland,232
101587,Bowrider,Cobalt power boats,"New boat from stock,Unleaded",2020,6.96,2.59,GRP,Germany,87
101587,Hardtop,Bavaria power boats,"Used boat,Unleaded",2007,10.2,3.2,GRP,Germany,222
101587,Cabin Boat,Quicksilver power boats,"Used boat,Diesel",2015,9.02,2.98,GRP,Turkey,1014
101587,Flybridge,Neptunus power boats,"Used boat,Diesel",1990,13.8,4.4,PVC,Netherland,156
101304.5,Sport Boat,Sea Ray power boats,"New boat from stock,Unleaded",2019,7.2,2.55,GRP,Austria,77
101304.5,Pilothouse,Stickl power boats,"New boat from stock,Electric",2020,7.3,2.3,GRP,Germany,104
104652,Sport Boat,Monterey power boats,"New boat from stock,Unleaded",2017,7.04,2.6,GRP,Switzerland,77
104652,Wakeboard/Wakesurf,Centurion power boats,"Used boat,Unleaded",2018,6.4,2.59,GRP,Switzerland,316
104604.5,Sport Boat,Regal power boats,"New boat from stock,Unleaded",2021,6.25,2.5,GRP,Switzerland,218
106920,Pilothouse,Bella power boats,"New boat from stock,Unleaded",2019,6.65,2.6,GRP,Switzerland,163
105840,"Classic,Pontoon Boat",Giudecca power boats,"Used boat,Unleaded",1993,7.56,2.31,GRP,Switzerland,164
105840,"Classic,Pontoon Boat,Trawler",Giudecca power boats,"Used boat,Unleaded",1993,7.56,2,GRP,Switzerland,282
106380,Trawler,De Boarnstream power boats,"Used boat,Diesel",1991,9.4,3.4,Steel,Switzerland,200
105624,Wakeboard/Wakesurf,Moomba power boats,"Display Model,Unleaded",2020,6.53,2.59,GRP,Switzerland,267
102018.7,Sport Boat,Cranchi power boats,"New boat from stock,Unleaded",2019,7.8,2.49,PVC,Portugal,180
101700,Motor Yacht,Glacer power boats,Used boat,1989,13.98,4.12,Steel,Netherland,55
101700,Hardtop,Four Winns power boats,"Used boat,Unleaded",2008,10.67,3,GRP,Italy,68
101700,Motor Yacht,Cranchi power boats,Used boat,1998,10.6,3.6,GRP,Netherland,94
107350,"Sport Boat,Wakeboard/Wakesurf,Water ski",Tony Giugliano power boats,"Used boat,Unleaded",2011,8.25,2.56,GRP,Germany,801
107237,Motor Yacht,Jeanneau power boats,"Used boat,Unleaded",2017,8.72,2.99,GRP,Spain,107
107237,Flybridge,Jeanneau power boats,"Used boat,Diesel",2011,10.22,3.33,PVC,France,50
107124,Trawler,American Marine power boats,"Used boat,Diesel",1976,12.9,3.8,GRP,Germany,198
107067.5,Trawler,Linssen power boats,"Used boat,Diesel",1991,10.3,3.55,Steel,Netherland,128
110341.4,Bowrider,Chaparral power boats,"New boat on order,Unleaded",2021,7.01,2.59,GRP,Switzerland,312
106220,Motor Yacht,Cranchi power boats,"Used boat,Diesel",2007,11.4,3.5,GRP,Croatia,88
106220,Motor Yacht,Pro-Line power boats,"Used boat,Unleaded",2008,10.82,3.81,GRP,Croatia,39
106220,Motor Yacht,Cranchi power boats,"Used boat,Diesel",2003,11.95,3.5,GRP,Germany,128
106220,Motor Yacht,Linssen power boats,"Used boat,Diesel",1993,11.5,3.6,Steel,Germany,150
107350,Flybridge,Rodman power boats,"Used boat,Diesel",2010,9.5,3.25,GRP,Portugal,63
107350,Sport Boat,Conam power boats,"Used boat,Diesel",2000,11.98,3.5,GRP,Italy,76
107350,Motor Yacht,Rodman power boats,"Used boat,Diesel",2006,11.2,3.54,GRP,Spain,56
107350,Motor Yacht,Cranchi power boats,"Used boat,Diesel",2006,11.4,3.5,GRP,Croatia,109
107350,Motor Yacht,Four Winns power boats,"Used boat,Unleaded",2009,10.05,3.27,GRP,Croatia,92
107350,Flybridge,Carnevali power boats,"Used boat,Diesel",2002,12,3.75,GRP,Italy,78
107350,Flybridge,BÃƒÂ©nÃƒÂ©teau power boats,"Used boat,Diesel",2010,10.22,3.33,PVC,France,85
107350,Flybridge,Carver power boats,"Used boat,Diesel",1992,10.1,3.92,GRP,Spain,107
107350,Motor Yacht,Carver power boats,"Used boat,Diesel",1999,13.41,4.24,GRP,Italy,85
107350,Hardtop,Stama power boats,"Used boat,Diesel",2006,11.99,3.6,GRP,Italy,150
110438.3,Bowrider,Glastron power boats,"New boat from stock,Unleaded",2019,8,2.54,GRP,Switzerland,273
110344.5,Sport Boat,Cormate power boats,"New boat from stock,Unleaded",2019,7.11,2.27,GRP,Switzerland,227
110323,Cabin Boat,Stingray power boats,"New boat from stock,Unleaded",2019,7.6,2.56,GRP,Switzerland,258
110316.2,Bowrider,Regal power boats,"New boat from stock,Unleaded",2020,7.3,2.5,GRP,Switzerland,163
110175,Motor Yacht,Vri-Jon power boats,Used boat,1997,12.1,3.8,Steel,Netherland,76
113400,Wakeboard/Wakesurf,Axis power boats,"Used boat,Unleaded",2020,7.16,2.59,GRP,Switzerland,899
113292,Sport Boat,Monterey power boats,"New boat from stock,Unleaded",2017,7.9,2.6,GRP,Switzerland,100
113292,Sport Boat,AMT power boats,"Display Model,Unleaded",2018,6.9,2.6,GRP,Switzerland,118
109610,Motor Yacht,Bavaria power boats,"Used boat,Diesel",2002,12.5,3.7,GRP,Germany,329
109610,Sport Boat,Sessa power boats,"Used boat,Diesel",2007,10.59,3.53,GRP,Spain,49
109610,Motor Yacht,Innovazioni e Progetti power boats,"Used boat,Diesel",2009,10.6,3.54,GRP,Italy,88
111305,Motor Yacht,Bavaria power boats,"Used boat,Diesel",2004,11,3,GRP,Croatia,181
111305,Motor Yacht,Vri-Jon power boats,"Used boat,Diesel",1996,11.2,3.8,Steel,Netherland,78
111305,Deck Boat,Moonday power boats,New boat from stock,2019,10.6,3.3,GRP,Netherland,60
111305,Cabin Boat,Bruno Abbate power boats,"Used boat,Unleaded",1999,11.14,3.38,GRP,Germany,112
111305,Motor Yacht,Proficiat power boats,"Used boat,Diesel",2004,11,3.55,Steel,Netherland,71
111079,Cabin Boat,Eolo power boats,New boat from stock,2020,8.3,2.55,GRP,Germany,150
110954.7,Deck Boat,BÃƒÂ©nÃƒÂ©teau power boats,"New boat from stock,Unleaded",2019,9,2,PVC,Spain,46
110740,Motor Yacht,Raffaelli power boats,"Used boat,Diesel",1995,12.45,4.4,GRP,Italy,30
110740,"Classic,Flybridge",Camuffo power boats,Used boat,1981,14.9,4.4,Wood,Italy,49
111870,Motor Yacht,Princess power boats,"Used boat,Diesel",2000,13.15,3.73,GRP,Croatia,138
111870,Pilothouse,BÃƒÂ©nÃƒÂ©teau power boats,"Used boat,Unleaded",2019,8.91,2.95,PVC,France,54
111870,Motor Yacht,Rhea power boats,"Used boat,Diesel",2006,9.3,3.3,PVC,France,97
111870,Cabin Boat,Bavaria power boats,"Used boat,Unleaded",2010,10.4,3.45,GRP,Spain,184
111870,Motor Yacht,Rhea power boats,"Used boat,Diesel",2006,9.3,3.3,PVC,France,135
111870,Center console boat,BÃƒÂ©nÃƒÂ©teau power boats,"Used boat,Unleaded",2019,9,2.94,PVC,France,58
111870,Flybridge,Edership power boats,"Used boat,Diesel",1991,15,4.8,GRP,Croatia,88
111870,"Classic,Trawler",Grand Banks power boats,"Used boat,Diesel",1972,14.64,4,Wood,Spain,261
111870,Motor Yacht,Bayliner power boats,"Used boat,Unleaded",2017,8.18,2.6,GRP,Germany,229
111870,Pilothouse,Rhea power boats,Used boat,2008,8,3.1,GRP,France,135
112887,Trawler,Linssen power boats,"Used boat,Diesel",1993,12.35,3.85,Steel,Germany,128
112887,Cabin Boat,Flipper power boats,"New boat on order,Unleaded",2020,8.08,2.54,GRP,Spain,79
112887,Center console boat,BÃƒÂ©nÃƒÂ©teau power boats,"Used boat,Diesel",2008,12.15,3.91,PVC,France,32
112887,Center console boat,BÃƒÂ©nÃƒÂ©teau power boats,"Used boat,Diesel",2008,12.15,3.91,PVC,France,80
112875.7,Pilothouse,BÃƒÂ©nÃƒÂ©teau power boats,"New boat on order,Unleaded",2020,8.25,2.95,GRP,Germany,148
112774,Motor Yacht,ÃƒÂ–chsner power boats,"Used boat,Diesel",2014,9.05,2.55,GRP,Germany,244
112774,Sport Boat,Four Winns power boats,Used boat,2016,8,2.54,GRP,Germany,154
114130,Sport Boat,BÃƒÂ©nÃƒÂ©teau power boats,"New boat from stock,Unleaded",2020,9,2.97,PVC,France,46
112500,Motor Yacht,Sea Ray power boats,Used boat,1998,15,4.08,GRP,Denmark,130
113209,Runabout,Yamarin power boats,New boat from stock,2020,8.8,2.95,GRP,Germany,142
113000,Motor Yacht,Colombo power boats,"Used boat,Diesel",2001,12.7,3.93,GRP,Italy,76
113000,"Classic,Sport Boat",Brunnert-Grimm power boats,"Used boat,Unleaded",1968,8.5,2.65,Wood,Austria,70
113000,Hardtop,Tecnomarine power boats,"Used boat,Diesel",1988,14.67,4.25,GRP,Italy,107
113000,Center console boat,Gagliotta power boats,"Used boat,Diesel",2004,10.5,3.5,GRP,Italy,47
113000,Flybridge,Azimut power boats,"Used boat,Diesel",1993,12.74,4.4,GRP,Italy,135
113000,Motor Yacht,Sanlorenzo power boats,"Used boat,Diesel",1991,17.16,5.21,GRP,Italy,121
118650,Pilothouse,Jeanneau power boats,"Used boat,Unleaded",2018,8.9,2.93,PVC,France,90
118650,Motor Yacht,Cranchi power boats,"Used boat,Diesel",2004,11.93,3.45,GRP,Italy,58
118650,Center console boat,Innovazioni e Progetti power boats,"Used boat,Diesel",2004,12.66,4.15,GRP,Italy,38
118650,Motor Yacht,Succes power boats,"Used boat,Diesel",1994,11.5,3.75,Steel,Germany,89
118650,Sport Boat,Aquador power boats,"Used boat,Diesel",2012,8.88,3.1,GRP,Croatia,178
118650,Sport Boat,BÃƒÂ©nÃƒÂ©teau power boats,"Used boat,Unleaded",2018,7.98,2.94,PVC,France,31
118650,Sport Boat,AB Yachts power boats,Used boat,1994,16.72,4.4,GRP,Italy,94
118650,Motor Yacht,Galeon power boats,"Used boat,Diesel",2006,10.21,3.46,GRP,Germany,330
118650,Ketch,Amel power boats,"Used boat,Diesel",1992,13.94,3.93,PVC,France,97
118650,Motor Yacht,BÃƒÂ©nÃƒÂ©teau power boats,"Used boat,Diesel",2014,10.22,3.35,PVC,France,105
123170,Sport Boat,Vismara power boats,"Used boat,Diesel",2013,9.95,2.96,GRP,Italy,133
123161,Sport Boat,Salpa power boats,"New boat on order,Unleaded",2020,7.62,2.54,GRP,Switzerland,153
123057,Sport Boat,Scarab power boats,"New boat from stock,Unleaded",2020,6.4,2.54,GRP,Germany,110
126991.8,Wakeboard/Wakesurf,TigÃƒÂ© power boats,"New boat from stock,Unleaded",2018,6.6,2.59,GRP,Switzerland,158
122040,Flybridge,Rodman power boats,"Used boat,Diesel",2002,12.9,4.21,PVC,Spain,33
122040,House Boat,Haines Marine power boats,"Used boat,Diesel",2012,11.9,4,GRP,France,145
121904.4,Motor Yacht,Master power boats,New boat on order,2020,9.96,3.36,GRP,France,151
121475,Flybridge,Funcraft power boats,Used boat,1997,13.4,4.2,Steel,Netherland,102
119700,"Classic,Runabout",Riva power boats,"Used boat,Unleaded",1977,6.55,2.25,Wood,Denmark,188
124200,"Classic,Runabout",Boesch power boats,"Used boat,Unleaded",1990,6.8,2.35,Wood,Switzerland,411
124956,Cabin Boat,Nasbo power boats,"New boat from stock,Unleaded",2020,8.12,2.55,GRP,Switzerland,129
124300,Hardtop,Sealine power boats,"Used boat,Diesel",2008,11.87,3.74,PVC,France,260
124288.7,Flybridge,Fairline power boats,"Used boat,Diesel",1995,11.71,3.76,GRP,Germany,59
124187,Bowrider,Cobalt power boats,"Display Model,Unleaded",2020,7.54,2.59,GRP,United Kingdom,77
124187,Deck Boat,Jeanneau power boats,"Used boat,Unleaded",2018,9.12,2.98,PVC,France,75
128304,House Boat,Veha power boats,"Used boat,Diesel",1986,11.6,3.7,Steel,Switzerland,273
126503.5,Sport Boat,Crownline power boats,"New boat from stock,Unleaded",2019,8,2.59,GRP,Germany,119
126108,Sport Boat,Crownline power boats,"New boat from stock,Unleaded",2019,8.74,2.59,GRP,Germany,69
125825.5,Cabin Boat,Invictus power boats,"New boat from stock,Unleaded",2020,8.9,2.84,GRP,Switzerland,256
125825.5,Sport Boat,Invictus power boats,"New boat on order,Unleaded",2020,8.9,2.84,GRP,Switzerland,171
129600,Wakeboard/Wakesurf,Supra power boats,"Display Model,Unleaded",2019,6.93,2.58,GRP,Switzerland,248
125430,Motor Yacht,BÃƒÂ©nÃƒÂ©teau power boats,"New boat from stock,Unleaded",2019,9.95,3.35,PVC,France,53
129492,Motor Yacht,A. Mostes power boats,"Display Model,Unleaded",2020,7.6,2.45,GRP,Switzerland,279
123750,Flybridge,Princess power boats,"Used boat,Diesel",1996,14.95,4.3,GRP,Denmark,961
128949.8,Sport Boat,Rohn power boats,"New boat from stock,Unleaded",2018,6.2,2.03,Wood,Switzerland,146
124526,Sport Boat,Crownline power boats,"New boat from stock,Unleaded",2019,8,2.59,GRP,Italy,145
128520,"Classic,Runabout",Boesch power boats,"Used boat,Unleaded",1996,6.65,2.2,Wood,Switzerland,573
128520,Cabin Boat,Stama power boats,"Used boat,Diesel",2009,12,3.6,Plastic,Switzerland,1414
124300,Flybridge,Altair power boats,Used boat,2010,11.66,3.85,GRP,Italy,146
129950,Flybridge,BÃƒÂ©nÃƒÂ©teau power boats,"Used boat,Diesel",2009,11.37,3.8,PVC,France,82
129950,Motor Yacht,De Boarnstream power boats,"Used boat,Diesel",1995,10.8,3.8,Steel,Germany,127
129950,Motor Yacht,Bavaria power boats,"Used boat,Diesel",2006,10.85,3.68,GRP,Croatia,146
129950,Motor Yacht,Bavaria power boats,"Used boat,Unleaded",2013,10.06,3.31,Plastic,Greece,209
129950,Motor Yacht,Veha power boats,"Used boat,Diesel",2005,10.5,3.75,Steel,Germany,207
129950,Hardtop,BÃƒÂ©nÃƒÂ©teau power boats,"Used boat,Diesel",2011,10,3.35,PVC,France,96
129950,Flybridge,Uniesse power boats,"Used boat,Diesel",1993,15,4.5,GRP,Italy,60
129950,Cabin Boat,Gobbi power boats,"Used boat,Diesel",2001,11.7,3.86,GRP,Switzerland,478
129938.7,Sport Boat,Regal power boats,"New boat on order,Unleaded",2020,7.9,2.5,GRP,Germany,122
129915,Motor Yacht,Scandinavia power boats,"New boat from stockk,Diesel",2019,9.5,3,GRP,Poland,123
129837,Motor Yacht,Princess power boats,"Used boat,Diesel",2000,13,3,GRP,Croatia,421
131686.8,Deck Boat,Jeanneau power boats,"New boat from stock,Unleaded",2020,8.6,2.98,PVC,Spain,40
131080,Hardtop,Jeanneau power boats,"Used boat,Diesel",2012,9.43,3.3,GRP,Croatia,94
131080,Motor Yacht,Sealine power boats,"Used boat,Diesel",1996,13.4,4.16,GRP,Germany,142
131080,Flybridge,Sealine power boats,"Used boat,Diesel",1996,13.5,4.26,GRP,Germany,80
130967,Motor Yacht,Bavaria power boats,"Used boat,Diesel",2007,11,3,GRP,Croatia,94
130967,Bowrider,Sea Ray power boats,"Display Model,Unleaded",2020,7.89,2.59,GRP,Germany,176
135100.4,Sport Boat,Four Winns power boats,"New boat from stock,Unleaded",2020,6.73,2.57,GRP,Switzerland,198
135000,Sport Boat,Anytec Boats power boats,"Display Model,Unleaded",2019,8.4,2.55,Aluminium,Switzerland,200
134470,Flybridge,Symbol Yachts power boats,"Used boat,Diesel",1992,15.36,4.78,PVC,Spain,106
134470,Hardtop,Bavaria power boats,"Used boat,Diesel",2007,11.8,3.84,GRP,Croatia,203
134470,Hardtop,Bavaria power boats,"Used boat,Diesel",2007,11.8,3.84,GRP,Croatia,91
134470,Trawler,Linssen power boats,"Used boat,Diesel",1999,10.1,3.45,Steel,Netherland,106
134470,Flybridge,Galeon power boats,Used boat,2008,10.08,3.42,GRP,Croatia,107
134470,Motor Yacht,Bavaria power boats,"Used boat,Diesel",2005,11.95,3.99,GRP,Croatia,193
134470,Sport Boat,Boston Whaler power boats,"Used boat,Unleaded",2017,7.01,2.44,GRP,Spain,81
134470,Wakeboard/Wakesurf,Nautique power boats,"New boat on order,Unleaded",2020,6.7,2.54,GRP,Germany,72
135600,"Runabout,Sport Boat",Boesch power boats,"Used boat,Unleaded",2006,6.5,2.15,Wood,Germany,166
135600,Flybridge,Dellapasqua power boats,Used boat,2006,11.3,3.5,GRP,Italy,93
135600,Motor Yacht,Pershing power boats,Used boat,2006,11.78,3.25,GRP,Spain,128
135600,Trawler,Ecoline power boats,"Used boat,Electric",2019,9.14,2.4,GRP,Italy,149
135600,Flybridge,ARS Mare power boats,"Used boat,Diesel",2001,15.34,4.25,GRP,Italy,102
135600,Flybridge,Princess power boats,"Used boat,Diesel",1993,11.7,3.89,GRP,Netherland,84
